Type of housing,Area,Price,Metro name,Metro distance,District,Living space,Ceiling height,Floor
квартира,47.80,5 587 000 руб,Звездная,94.7 км,Московский район,20.87,2.75,2/17
квартира,48.00,5 662 000 руб,Звездная,94.7 км,Московский район,20.87,2.75,14/17
квартира,48.00,5 679 000 руб,Звездная,94.7 км,Московский район,20.87,2.75,7/17
квартира,47.60,5 612 000 руб,Звездная,94.7 км,Московский район,20.87,2.75,4/17
квартира,47.80,5 612 000 руб,Звездная,94.7 км,Московский район,20.87,2.75,5/17
квартира,42.25,5 689 000 руб,Звездная,94.7 км,Московский район,19.93,2.75,6/24
квартира,44.99,5 679 000 руб,Звездная,94.7 км,Московский район,23.13,2.75,2/24
квартира,42.75,5 648 000 руб,Звездная,94.7 км,Московский район,11.83,2.75,2/24
квартира,41.70,5 594 000 руб,Звездная,94.7 км,Московский район,11.83,2.75,9/24
квартира,47.80,5 662 000 руб,Звездная,94.7 км,Московский район,20.87,2.75,15/17
квартира,44.99,5 452 000 руб,Звездная,94.7 км,Московский район,23.13,2.75,2/24
квартира,42.25,5 120 000 руб,Звездная,94.7 км,Московский район,19.93,2.75,13/24
квартира,41.70,5 123 000 руб,Звездная,94.7 км,Московский район,19.93,2.75,19/24
квартира,41.70,5 053 000 руб,Звездная,94.7 км,Московский район,19.93,2.75,17/24
квартира,42.91,4 940 000 руб,Звездная,94.7 км,Московский район,18.63,2.75,6/24
квартира,41.19,4 950 000 руб,Звездная,94.7 км,Московский район,17.97,2.75,7/24
квартира,46.40,5 053 000 руб,Звездная,94.7 км,Московский район,15.82,2.80,1/17
квартира,42.80,4 717 000 руб,Звездная,94.7 км,Московский район,13.31,2.75,1/17
квартира,42.50,4 747 000 руб,Звездная,94.7 км,Московский район,19.12,2.80,2/17
квартира,46.40,4 707 000 руб,Звездная,94.7 км,Московский район,17.68,2.80,1/17
квартира,41.20,4 720 000 руб,Звездная,94.7 км,Московский район,14.29,2.80,1/17
квартира,41.40,4 455 000 руб,Звездная,94.7 км,Московский район,13.04,2.75,1/17
квартира,56.94,8 900 000 руб,Московская,1 км,Московский район,27.21,2.80,7/23
квартира,43.70,7 081 000 руб,Елизаровская,0.7 км,Невский район,15.57,2.72,18/19
квартира,40.80,6 755 000 руб,Елизаровская,0.7 км,Невский район,18.13,2.72,13/19
квартира,42.80,6 808 000 руб,Елизаровская,0.7 км,Невский район,16.82,2.72,14/19
квартира,56.40,8 443 000 руб,Елизаровская,0.7 км,Невский район,16.29,2.72,17/19
квартира,34.00,4 650 000 руб,Улица Дыбенко,0.7 км,Невский район,19.00,,10/14
квартира,45.13,5 050 000 руб,Улица Дыбенко,0.7 км,Невский район,27.85,2.60,3/5
квартира,36.40,4 700 000 руб,Ломоносовская,3.8 км,Невский район,17.20,2.55,24/24
квартира,40.00,6 070 000 руб,Улица Дыбенко,2.5 км,Невский район,12.00,,8/23
квартира,37.50,3 999 000 руб,Рыбацкое,2.1 км,Невский район,15.50,2.70,24/28
квартира,40.10,4 066 000 руб,Рыбацкое,2.6 км,Невский район,15.18,2.74,25/32
квартира,40.50,4 939 000 руб,Ломоносовская,3.8 км,Невский район,18.70,2.55,24/24
квартира,55.00,4 700 000 руб,Рыбацкое,1.7 км,Невский район,28.00,2.65,6/12
квартира,56.87,9 618 000 руб,Елизаровская,1.4 км,Невский район,28.82,2.75,22/23
квартира,34.84,5 605 000 руб,Улица Дыбенко,2.5 км,Невский район,13.42,2.75,20/23
квартира,38.50,3 898 000 руб,Рыбацкое,2.6 км,Невский район,15.60,2.74,3/32
квартира,36.00,4 550 000 руб,Рыбацкое,3.1 км,Невский район,17.00,,20/27
Студия,23.04,3 295 000 руб,Улица Дыбенко,2.5 км,Невский район,16.21,,4/23
квартира,31.99,4 190 000 руб,Ломоносовская,1.9 км,Невский район,13.78,,12/23
квартира,39.30,5 100 000 руб,Елизаровская,1.4 км,Невский район,10.50,,20/24
квартира,37.90,4 950 000 руб,Улица Дыбенко,1.9 км,Невский район,20.00,,11/22
квартира,31.00,3 480 000 руб,Пролетарская,2.1 км,Невский район,15.50,,19/23
Студия,22.80,2 900 000 руб,Улица Дыбенко,2.5 км,Невский район,16.20,,2/23
Студия,23.20,2 950 000 руб,Пролетарская,2.3 км,Невский район,11.40,,8/24
квартира,56.87,9 537 000 руб,Улица Дыбенко,2.5 км,Невский район,28.82,2.75,20/23
квартира,52.23,8 038 000 руб,Улица Дыбенко,2.5 км,Невский район,25.86,2.75,20/23
квартира,34.84,5 525 000 руб,Улица Дыбенко,2.5 км,Невский район,13.42,2.75,20/23
квартира,33.52,5 307 000 руб,Улица Дыбенко,2.5 км,Невский район,14.71,2.75,20/23
Студия,22.90,4 121 000 руб,Улица Дыбенко,2.5 км,Невский район,16.37,,21/23
Студия,24.47,3 050 000 руб,Рыбацкое,1.8 км,Невский район,18.74,,15/22
квартира,34.80,3 950 000 руб,Рыбацкое,1.9 км,Невский район,15.00,2.70,9/23
квартира,35.30,4 500 000 руб,Улица Дыбенко,2.5 км,Невский район,16.40,2.68,9/16
квартира,44.30,5 200 000 руб,Улица Дыбенко,1.4 км,Невский район,27.20,2.50,5/5
квартира,34.80,3 950 000 руб,Рыбацкое,1.9 км,Невский район,15.00,2.70,9/23
квартира,56.20,6 430 000 руб,Ломоносовская,4.1 км,Невский район,30.40,2.65,22/24
квартира,46.90,5 639 000 руб,Ломоносовская,4.1 км,Невский район,26.40,2.65,14/24
квартира,36.40,4 720 000 руб,Ломоносовская,4.1 км,Невский район,17.20,2.65,23/24
квартира,30.60,3 770 000 руб,Ломоносовская,4.1 км,Невский район,14.20,2.65,1/24
Студия,23.60,3 008 000 руб,Ломоносовская,4.1 км,Невский район,16.90,2.65,1/24
квартира,34.30,4 489 000 руб,Ломоносовская,3.9 км,Невский район,12.40,2.65,2/23
Студия,26.53,3 120 000 руб,Рыбацкое,1.9 км,Невский район,18.10,,19/26
Студия,24.30,2 764 000 руб,Рыбацкое,96.7 км,Невский район,15.34,,16/32
Студия,29.40,3 388 000 руб,Рыбацкое,96.7 км,Невский район,15.84,,30/32
квартира,42.80,7 161 000 руб,Елизаровская,102.6 км,Невский район,16.82,2.72,14/19
квартира,58.90,5 796 000 руб,Рыбацкое,96.7 км,Невский район,26.91,2.74,21/32
квартира,40.80,7 106 000 руб,Елизаровская,102.6 км,Невский район,18.13,2.72,13/19
квартира,56.40,8 861 000 руб,Елизаровская,102.6 км,Невский район,16.29,2.72,17/19
квартира,40.20,3 887 000 руб,Рыбацкое,96.7 км,Невский район,15.18,2.74,24/32
квартира,44.10,7 668 000 руб,Елизаровская,102.6 км,Невский район,16.27,2.72,12/19
квартира,38.80,3 770 000 руб,Рыбацкое,96.7 км,Невский район,15.60,2.74,3/32
квартира,36.93,5 028 000 руб,Елизаровская,102.6 км,Невский район,15.14,2.54,1/20
квартира,32.12,3 514 000 руб,Ломоносовская,100.7 км,Невский район,16.59,2.55,14/23
квартира,30.92,3 438 000 руб,Ломоносовская,100.7 км,Невский район,15.91,2.55,15/23
квартира,33.02,3 810 000 руб,Ломоносовская,100.7 км,Невский район,12.42,2.55,18/23
Студия,23.60,2 979 000 руб,Ломоносовская,100.7 км,Невский район,11.40,2.55,1/24
квартира,57.73,8 989 000 руб,Улица Дыбенко,104.5 км,Невский район,36.89,2.75,16/23
квартира,31.66,4 422 000 руб,Елизаровская,102.6 км,Невский район,8.74,2.54,1/20
квартира,50.12,5 391 000 руб,Ломоносовская,100.7 км,Невский район,30.32,2.55,17/23
квартира,35.25,4 027 000 руб,Ломоносовская,100.7 км,Невский район,12.38,2.55,11/23
квартира,59.70,5 643 000 руб,Ломоносовская,100.7 км,Невский район,33.10,2.75,23/24
квартира,37.45,5 024 000 руб,Елизаровская,102.6 км,Невский район,12.29,2.54,1/20
Студия,24.53,2 903 000 руб,Ломоносовская,100.7 км,Невский район,12.02,2.55,16/23
квартира,28.06,3 361 000 руб,Ломоносовская,100.7 км,Невский район,12.56,2.55,15/23
квартира,58.56,5 832 000 руб,Ломоносовская,100.7 км,Невский район,30.57,2.55,18/23
квартира,44.59,6 938 000 руб,Улица Дыбенко,104.5 км,Невский район,14.31,2.90,18/23
квартира,29.04,4 170 000 руб,Елизаровская,102.6 км,Невский район,13.54,2.54,1/20
Студия,28.40,2 752 000 руб,Ломоносовская,100.7 км,Невский район,19.40,,6/24
Студия,32.70,3 180 000 руб,Ломоносовская,100.7 км,Невский район,20.55,,3/24
квартира,56.87,9 522 000 руб,Улица Дыбенко,104.5 км,Невский район,28.82,2.75,20/23
квартира,56.87,9 522 000 руб,Улица Дыбенко,104.5 км,Невский район,28.82,2.75,22/23
квартира,56.87,9 522 000 руб,Улица Дыбенко,104.5 км,Невский район,28.82,2.75,23/23
квартира,56.93,8 420 000 руб,Елизаровская,102.6 км,Невский район,26.78,2.54,19/20
квартира,48.32,7 723 000 руб,Елизаровская,102.6 км,Невский район,25.56,2.54,12/20
квартира,53.81,8 268 000 руб,Елизаровская,102.6 км,Невский район,24.77,2.54,17/20
квартира,57.66,7 983 000 руб,Елизаровская,102.6 км,Невский район,27.83,2.54,18/20
квартира,53.78,8 032 000 руб,Елизаровская,102.6 км,Невский район,24.77,2.54,18/20
квартира,53.82,7 806 000 руб,Елизаровская,102.6 км,Невский район,26.21,2.54,18/20
квартира,53.81,7 959 000 руб,Елизаровская,102.6 км,Невский район,24.77,2.54,11/20
квартира,44.30,7 702 000 руб,Елизаровская,102.6 км,Невский район,16.27,2.72,15/19
квартира,57.12,8 021 000 руб,Елизаровская,102.6 км,Невский район,28.18,2.54,14/20
квартира,53.94,7 713 000 руб,Елизаровская,102.6 км,Невский район,26.12,2.54,14/20
квартира,57.77,7 904 000 руб,Елизаровская,102.6 км,Невский район,27.83,2.54,13/20
квартира,57.77,7 951 000 руб,Елизаровская,102.6 км,Невский район,27.83,2.54,15/20
квартира,52.23,8 037 000 руб,Улица Дыбенко,104.5 км,Невский район,25.86,2.75,23/23
квартира,53.94,7 768 000 руб,Елизаровская,102.6 км,Невский район,26.12,2.54,16/20
квартира,57.77,7 832 000 руб,Елизаровская,102.6 км,Невский район,27.83,2.54,12/20
квартира,53.66,7 915 000 руб,Елизаровская,102.6 км,Невский район,26.89,2.54,18/20
квартира,57.12,7 927 000 руб,Елизаровская,102.6 км,Невский район,28.18,2.54,11/20
квартира,53.64,7 658 000 руб,Елизаровская,102.6 км,Невский район,25.91,2.54,16/20
квартира,56.52,8 336 000 руб,Елизаровская,102.6 км,Невский район,26.47,2.54,9/20
квартира,52.23,8 037 000 руб,Улица Дыбенко,104.5 км,Невский район,25.86,2.75,21/23
квартира,48.32,7 683 000 руб,Елизаровская,102.6 км,Невский район,25.56,2.54,11/20
квартира,53.39,7 754 000 руб,Елизаровская,102.6 км,Невский район,25.91,2.54,19/20
квартира,57.18,8 053 000 руб,Елизаровская,102.6 км,Невский район,28.24,2.54,13/20
квартира,57.38,7 862 000 руб,Елизаровская,102.6 км,Невский район,28.10,2.54,19/20
квартира,57.43,7 727 000 руб,Елизаровская,102.6 км,Невский район,28.30,2.54,7/20
квартира,53.93,7 734 000 руб,Елизаровская,102.6 км,Невский район,26.21,2.54,15/20
квартира,57.58,7 748 000 руб,Елизаровская,102.6 км,Невский район,28.25,2.54,16/20
квартира,53.64,7 812 000 руб,Елизаровская,102.6 км,Невский район,24.77,2.54,10/20
квартира,52.23,8 037 000 руб,Улица Дыбенко,104.5 км,Невский район,25.86,2.75,20/23
квартира,57.67,7 165 000 руб,Елизаровская,102.6 км,Невский район,26.86,2.54,1/20
квартира,57.43,7 418 000 руб,Елизаровская,102.6 км,Невский район,28.30,2.54,6/20
квартира,40.70,7 150 000 руб,Елизаровская,102.6 км,Невский район,18.13,2.72,15/19
квартира,42.80,7 161 000 руб,Елизаровская,102.6 км,Невский район,16.82,2.72,17/19
квартира,42.90,7 178 000 руб,Елизаровская,102.6 км,Невский район,16.82,2.72,15/19
квартира,56.95,7 542 000 руб,Елизаровская,102.6 км,Невский район,28.18,2.54,5/20
квартира,55.39,7 467 000 руб,Елизаровская,102.6 км,Невский район,26.56,2.54,2/20
квартира,57.55,7 186 000 руб,Елизаровская,102.6 км,Невский район,28.76,2.54,2/20
квартира,56.91,7 371 000 руб,Елизаровская,102.6 км,Невский район,26.78,2.54,2/20
квартира,57.55,7 577 000 руб,Елизаровская,102.6 км,Невский район,28.76,2.54,5/20
квартира,53.60,7 366 000 руб,Елизаровская,102.6 км,Невский район,25.91,2.54,16/20
квартира,43.60,7 567 000 руб,Елизаровская,102.6 км,Невский район,15.57,2.72,19/19
квартира,53.48,7 350 000 руб,Елизаровская,102.6 км,Невский район,25.91,2.54,18/20
квартира,53.60,7 366 000 руб,Елизаровская,102.6 км,Невский район,25.91,2.54,13/20
квартира,53.40,7 338 000 руб,Елизаровская,102.6 км,Невский район,25.91,2.54,19/20
квартира,44.30,7 547 000 руб,Елизаровская,102.6 км,Невский район,15.57,2.72,15/19
квартира,54.41,6 861 000 руб,Елизаровская,102.6 км,Невский район,24.77,2.54,1/20
квартира,58.33,6 945 000 руб,Елизаровская,102.6 км,Невский район,27.83,2.54,1/20
квартира,58.45,6 913 000 руб,Елизаровская,102.6 км,Невский район,28.76,2.54,1/20
квартира,58.54,7 032 000 руб,Елизаровская,102.6 км,Невский район,28.76,2.54,1/20
квартира,42.50,7 111 000 руб,Елизаровская,102.6 км,Невский район,16.82,2.72,18/19
квартира,56.00,6 875 000 руб,Елизаровская,102.6 км,Невский район,23.94,2.54,1/20
квартира,56.92,7 041 000 руб,Елизаровская,102.6 км,Невский район,28.24,2.54,2/20
квартира,54.41,6 961 000 руб,Елизаровская,102.6 км,Невский район,24.77,2.54,1/20
квартира,57.71,7 063 000 руб,Елизаровская,102.6 км,Невский район,25.97,2.54,1/20
квартира,53.47,7 118 000 руб,Елизаровская,102.6 км,Невский район,25.91,2.54,5/20
квартира,58.27,6 841 000 руб,Елизаровская,102.6 км,Невский район,28.63,2.54,1/20
квартира,48.83,6 626 000 руб,Елизаровская,102.6 км,Невский район,25.58,2.54,1/20
квартира,59.30,6 641 000 руб,Ломоносовская,100.7 км,Невский район,33.10,2.55,24/24
квартира,54.71,6 757 000 руб,Елизаровская,102.6 км,Невский район,26.89,2.54,1/20
квартира,39.31,6 775 000 руб,Елизаровская,102.6 км,Невский район,15.06,2.54,20/20
квартира,56.10,6 346 000 руб,Ломоносовская,100.7 км,Невский район,28.60,2.55,23/24
квартира,56.80,6 414 000 руб,Ломоносовская,100.7 км,Невский район,31.10,2.55,24/24
квартира,56.20,6 366 000 руб,Ломоносовская,100.7 км,Невский район,30.40,2.55,22/24
квартира,41.75,6 484 000 руб,Елизаровская,102.6 км,Невский район,14.54,2.54,19/20
квартира,41.56,6 540 000 руб,Елизаровская,102.6 км,Невский район,14.54,2.54,20/20
квартира,36.13,6 284 000 руб,Улица Дыбенко,104.5 км,Невский район,11.23,2.75,23/23
квартира,37.79,6 179 000 руб,Елизаровская,102.6 км,Невский район,13.94,2.54,13/20
квартира,59.66,6 213 000 руб,Ломоносовская,100.7 км,Невский район,33.31,2.55,18/23
квартира,58.50,6 301 000 руб,Ломоносовская,100.7 км,Невский район,30.30,2.55,22/24
квартира,59.95,6 034 000 руб,Ломоносовская,100.7 км,Невский район,31.53,2.55,18/23
квартира,59.66,6 054 000 руб,Ломоносовская,100.7 км,Невский район,33.31,2.55,19/23
квартира,35.84,6 094 000 руб,Улица Дыбенко,104.5 км,Невский район,11.46,2.75,23/23
квартира,59.95,6 145 000 руб,Ломоносовская,100.7 км,Невский район,31.53,2.55,21/23
квартира,37.25,5 950 000 руб,Елизаровская,102.6 км,Невский район,15.14,2.54,11/20
квартира,56.60,6 073 000 руб,Ломоносовская,100.7 км,Невский район,28.50,2.55,1/24
квартира,36.94,5 961 000 руб,Елизаровская,102.6 км,Невский район,15.14,2.54,20/20
квартира,57.70,5 928 000 руб,Ломоносовская,100.7 км,Невский район,30.80,2.55,1/24
квартира,36.89,6 089 000 руб,Улица Дыбенко,104.5 км,Невский район,11.23,2.75,20/23
квартира,58.40,6 155 000 руб,Ломоносовская,100.7 км,Невский район,30.60,2.55,1/24
квартира,40.03,5 928 000 руб,Елизаровская,102.6 км,Невский район,15.06,2.54,1/20
квартира,37.58,5 725 000 руб,Елизаровская,102.6 км,Невский район,10.25,2.54,20/20
квартира,58.56,5 832 000 руб,Ломоносовская,100.7 км,Невский район,30.57,2.55,23/23
квартира,58.56,5 832 000 руб,Ломоносовская,100.7 км,Невский район,30.57,2.55,20/23
квартира,36.93,5 724 000 руб,Елизаровская,102.6 км,Невский район,15.14,2.54,20/20
квартира,58.90,5 897 000 руб,Ломоносовская,100.7 км,Невский район,30.10,2.55,1/24
квартира,36.92,5 745 000 руб,Елизаровская,102.6 км,Невский район,12.29,2.54,7/20
квартира,57.00,5 896 000 руб,Ломоносовская,100.7 км,Невский район,30.10,2.55,1/24
квартира,42.62,5 642 000 руб,Елизаровская,102.6 км,Невский район,14.61,2.54,1/20
квартира,34.81,5 544 000 руб,Улица Дыбенко,104.5 км,Невский район,17.74,2.75,22/23
квартира,34.84,5 549 000 руб,Улица Дыбенко,104.5 км,Невский район,13.42,2.75,21/23
квартира,34.84,5 549 000 руб,Улица Дыбенко,104.5 км,Невский район,13.42,2.75,23/23
квартира,46.90,5 583 000 руб,Ломоносовская,100.7 км,Невский район,26.40,2.55,14/24
квартира,36.92,5 593 000 руб,Елизаровская,102.6 км,Невский район,12.29,2.54,8/20
квартира,37.58,5 617 000 руб,Елизаровская,102.6 км,Невский район,10.45,2.54,18/20
квартира,34.66,5 523 000 руб,Улица Дыбенко,104.5 км,Невский район,15.30,2.75,20/23
квартира,34.81,5 544 000 руб,Улица Дыбенко,104.5 км,Невский район,17.74,2.75,21/23
квартира,34.81,5 544 000 руб,Улица Дыбенко,104.5 км,Невский район,17.74,2.75,23/23
квартира,34.81,5 544 000 руб,Улица Дыбенко,104.5 км,Невский район,17.74,2.75,20/23
квартира,34.84,5 549 000 руб,Улица Дыбенко,104.5 км,Невский район,13.42,2.75,20/23
квартира,34.15,5 535 000 руб,Елизаровская,102.6 км,Невский район,12.08,2.54,19/20
квартира,37.68,5 555 000 руб,Елизаровская,102.6 км,Невский район,10.45,2.54,11/20
квартира,37.00,5 636 000 руб,Елизаровская,102.6 км,Невский район,12.29,2.54,11/20
квартира,34.81,5 544 000 руб,Улица Дыбенко,104.5 км,Невский район,17.74,2.75,21/23
квартира,34.81,5 544 000 руб,Улица Дыбенко,104.5 км,Невский район,17.74,2.75,23/23
квартира,37.68,5 601 000 руб,Елизаровская,102.6 км,Невский район,10.45,2.54,17/20
квартира,37.85,5 704 000 руб,Елизаровская,102.6 км,Невский район,10.25,2.54,17/20
квартира,51.57,5 548 000 руб,Ломоносовская,100.7 км,Невский район,31.77,2.55,23/23
квартира,37.35,5 582 000 руб,Елизаровская,102.6 км,Невский район,10.29,2.54,20/20
квартира,34.81,5 544 000 руб,Улица Дыбенко,104.5 км,Невский район,17.74,2.75,22/23
квартира,33.53,5 538 000 руб,Елизаровская,102.6 км,Невский район,11.97,2.54,13/20
квартира,51.57,5 548 000 руб,Ломоносовская,100.7 км,Невский район,31.77,2.55,21/23
квартира,37.67,5 600 000 руб,Елизаровская,102.6 км,Невский район,10.45,2.54,17/20
квартира,34.84,5 549 000 руб,Улица Дыбенко,104.5 км,Невский район,13.42,2.75,22/23
квартира,36.60,5 435 000 руб,Улица Дыбенко,104.5 км,Невский район,15.00,2.72,20/25
квартира,32.36,5 411 000 руб,Елизаровская,102.6 км,Невский район,12.88,2.54,18/20
квартира,32.35,5 416 000 руб,Елизаровская,102.6 км,Невский район,13.01,2.54,18/20
квартира,38.26,5 517 000 руб,Елизаровская,102.6 км,Невский район,13.94,2.54,1/20
квартира,30.13,5 354 000 руб,Елизаровская,102.6 км,Невский район,8.73,2.54,20/20
квартира,32.95,5 388 000 руб,Елизаровская,102.6 км,Невский район,14.75,2.54,19/20
квартира,39.62,5 486 000 руб,Елизаровская,102.6 км,Невский район,14.77,2.54,1/20
квартира,33.37,5 320 000 руб,Елизаровская,102.6 км,Невский район,11.97,2.54,7/20
квартира,33.13,5 336 000 руб,Елизаровская,102.6 км,Невский район,14.83,2.54,16/20
квартира,33.52,5 333 000 руб,Улица Дыбенко,104.5 км,Невский район,14.71,2.75,21/23
квартира,33.52,5 333 000 руб,Улица Дыбенко,104.5 км,Невский район,14.71,2.75,20/23
квартира,32.47,5 336 000 руб,Елизаровская,102.6 км,Невский район,13.01,2.54,15/20
квартира,33.18,5 221 000 руб,Елизаровская,102.6 км,Невский район,11.95,2.54,20/20
квартира,32.48,5 231 000 руб,Елизаровская,102.6 км,Невский район,13.10,2.54,17/20
квартира,40.42,5 231 000 руб,Елизаровская,102.6 км,Невский район,12.29,2.54,1/20
квартира,32.35,5 296 000 руб,Елизаровская,102.6 км,Невский район,13.01,2.54,18/20
квартира,38.24,5 192 000 руб,Елизаровская,102.6 км,Невский район,10.25,2.54,2/20
квартира,30.43,5 076 000 руб,Елизаровская,102.6 км,Невский район,10.82,2.54,20/20
квартира,53.00,5 134 000 руб,Рыбацкое,96.7 км,Невский район,30.36,2.60,1/27
квартира,40.50,4 889 000 руб,Ломоносовская,100.7 км,Невский район,18.70,2.55,24/24
Студия,25.11,4 994 000 руб,Улица Дыбенко,104.5 км,Невский район,18.48,,22/23
квартира,41.70,4 989 000 руб,Ломоносовская,100.7 км,Невский район,17.10,2.55,17/24
квартира,30.20,5 038 000 руб,Елизаровская,102.6 км,Невский район,11.42,2.54,20/20
Студия,28.08,4 880 000 руб,Елизаровская,102.6 км,Невский район,19.34,,18/20
Студия,29.46,4 884 000 руб,Елизаровская,102.6 км,Невский район,19.26,,19/20
Студия,29.66,4 868 000 руб,Елизаровская,102.6 км,Невский район,19.40,,15/20
квартира,41.70,4 989 000 руб,Ломоносовская,100.7 км,Невский район,17.10,2.55,21/24
квартира,34.20,4 723 000 руб,Елизаровская,102.6 км,Невский район,11.97,2.54,1/20
Студия,29.66,4 844 000 руб,Елизаровская,102.6 км,Невский район,19.40,,14/20
квартира,32.97,4 742 000 руб,Елизаровская,102.6 км,Невский район,15.37,2.54,1/20
квартира,34.90,4 814 000 руб,Елизаровская,102.6 км,Невский район,12.08,2.54,1/20
квартира,36.40,4 661 000 руб,Ломоносовская,100.7 км,Невский район,17.20,2.55,24/24
Студия,28.20,4 831 000 руб,Елизаровская,102.6 км,Невский район,19.34,,15/20
квартира,34.25,4 723 000 руб,Улица Дыбенко,104.5 км,Невский район,11.42,2.75,17/23
квартира,36.40,4 673 000 руб,Ломоносовская,100.7 км,Невский район,17.20,2.55,23/24
квартира,30.86,4 627 000 руб,Елизаровская,102.6 км,Невский район,8.74,2.54,1/20
квартира,34.40,4 444 000 руб,Ломоносовская,100.7 км,Невский район,12.40,2.55,2/23
квартира,32.97,4 541 000 руб,Елизаровская,102.6 км,Невский район,15.37,2.54,1/20
квартира,31.05,4 455 000 руб,Елизаровская,102.6 км,Невский район,11.71,2.54,1/20
квартира,30.83,4 543 000 руб,Елизаровская,102.6 км,Невский район,11.24,2.54,1/20
квартира,34.20,4 565 000 руб,Елизаровская,102.6 км,Невский район,11.95,2.54,1/20
квартира,36.40,4 638 000 руб,Ломоносовская,100.7 км,Невский район,17.20,2.55,23/24
квартира,38.01,4 295 000 руб,Ломоносовская,100.7 км,Невский район,14.79,2.55,18/23
квартира,38.30,4 382 000 руб,Ломоносовская,100.7 км,Невский район,12.87,2.55,18/23
квартира,38.30,4 300 000 руб,Рыбацкое,96.7 км,Невский район,15.60,2.74,21/32
квартира,40.50,4 338 000 руб,Рыбацкое,96.7 км,Невский район,15.60,2.74,30/32
квартира,37.07,4 165 000 руб,Ломоносовская,100.7 км,Невский район,14.80,2.55,15/23
Студия,23.13,4 250 000 руб,Улица Дыбенко,104.5 км,Невский район,16.59,,20/23
Студия,23.13,4 250 000 руб,Улица Дыбенко,104.5 км,Невский район,16.59,,20/23
квартира,38.90,4 232 000 руб,Рыбацкое,96.7 км,Невский район,15.60,2.74,30/32
Студия,23.13,4 250 000 руб,Улица Дыбенко,104.5 км,Невский район,16.59,,23/23
Студия,22.90,4 130 000 руб,Улица Дыбенко,104.5 км,Невский район,16.37,,23/23
Студия,23.13,4 250 000 руб,Улица Дыбенко,104.5 км,Невский район,16.59,,21/23
квартира,30.70,4 154 000 руб,Ломоносовская,100.7 км,Невский район,14.20,2.55,2/24
квартира,38.90,4 232 000 руб,Рыбацкое,96.7 км,Невский район,15.60,2.74,31/32
Студия,22.90,4 130 000 руб,Улица Дыбенко,104.5 км,Невский район,16.37,,21/23
квартира,37.72,4 239 000 руб,Ломоносовская,100.7 км,Невский район,14.80,2.55,18/23
квартира,37.34,4 242 000 руб,Ломоносовская,100.7 км,Невский район,14.79,2.55,15/23
квартира,37.34,4 242 000 руб,Ломоносовская,100.7 км,Невский район,14.79,2.55,16/23
Студия,23.13,4 250 000 руб,Улица Дыбенко,104.5 км,Невский район,16.59,,22/23
Студия,23.13,4 250 000 руб,Улица Дыбенко,104.5 км,Невский район,16.59,,22/23
Студия,23.13,4 250 000 руб,Улица Дыбенко,104.5 км,Невский район,16.59,,21/23
квартира,34.33,4 020 000 руб,Ломоносовская,100.7 км,Невский район,12.42,2.55,22/23
квартира,38.40,4 083 000 руб,Рыбацкое,96.7 км,Невский район,15.60,2.74,28/32
квартира,38.40,3 988 000 руб,Рыбацкое,96.7 км,Невский район,15.60,2.74,27/32
квартира,40.10,4 025 000 руб,Рыбацкое,96.7 км,Невский район,15.18,2.74,25/32
квартира,37.90,4 030 000 руб,Рыбацкое,96.7 км,Невский район,15.60,2.74,26/32
квартира,38.40,3 969 000 руб,Рыбацкое,96.7 км,Невский район,15.60,2.74,15/32
квартира,38.80,3 977 000 руб,Рыбацкое,96.7 км,Невский район,15.60,2.74,25/32
квартира,40.10,4 025 000 руб,Рыбацкое,96.7 км,Невский район,15.18,2.74,26/32
квартира,38.80,4 038 000 руб,Рыбацкое,96.7 км,Невский район,15.60,2.74,4/32
квартира,37.60,3 942 000 руб,Рыбацкое,96.7 км,Невский район,15.60,2.74,26/32
квартира,33.90,3 874 000 руб,Ломоносовская,100.7 км,Невский район,12.14,2.55,20/23
квартира,38.50,3 859 000 руб,Рыбацкое,96.7 км,Невский район,15.60,2.74,3/32
квартира,35.54,3 940 000 руб,Ломоносовская,100.7 км,Невский район,17.10,2.55,19/23
квартира,34.69,3 912 000 руб,Ломоносовская,100.7 км,Невский район,15.41,2.55,18/23
квартира,30.70,3 891 000 руб,Ломоносовская,100.7 км,Невский район,14.20,2.55,1/24
квартира,40.10,3 906 000 руб,Рыбацкое,96.7 км,Невский район,15.18,2.74,12/32
квартира,38.00,3 909 000 руб,Рыбацкое,96.7 км,Невский район,15.60,2.74,15/32
квартира,33.92,3 779 000 руб,Ломоносовская,100.7 км,Невский район,14.52,2.55,18/23
квартира,34.35,3 839 000 руб,Ломоносовская,100.7 км,Невский район,12.46,2.55,22/23
квартира,33.64,3 733 000 руб,Ломоносовская,100.7 км,Невский район,14.40,2.55,22/23
квартира,31.30,3 757 000 руб,Ломоносовская,100.7 км,Невский район,14.00,2.55,1/24
квартира,33.92,3 779 000 руб,Ломоносовская,100.7 км,Невский район,14.52,2.55,22/23
квартира,33.92,3 779 000 руб,Ломоносовская,100.7 км,Невский район,14.52,2.55,20/23
квартира,30.60,3 733 000 руб,Ломоносовская,100.7 км,Невский район,14.20,2.55,1/24
квартира,30.92,3 538 000 руб,Ломоносовская,100.7 км,Невский район,15.41,2.55,17/23
квартира,30.92,3 557 000 руб,Ломоносовская,100.7 км,Невский район,15.41,2.55,17/23
