Id,Type of housing,Area,Price,Metro name,Metro distance,District,Living space,Ceiling height,Floor,Max Floor
3433,квартира,43.0,4 300 000,Девяткино,25.3,Красногвардейский район,21.2,2.66,20,21
3434,квартира,43.0,4 321 000,Девяткино,25.3,Красногвардейский район,21.2,2.66,18,21
3435,квартира,84.1,8 700 000,Новочеркасская,0.2,Красногвардейский район,53.0,,4,5
3436,квартира,50.29,4 481 000,Гражданский  проспект,23.6,Красногвардейский район,26.32,2.64,16,22
3437,квартира,43.1,4 267 000,Девяткино,25.3,Красногвардейский район,20.9,2.66,2,21
3438,квартира,51.3,5 263 000,Площадь Ленина,108.2,Красногвардейский район,19.0,2.7,2,16
3439,квартира,54.7,5 394 000,Площадь Ленина,108.2,Красногвардейский район,18.7,2.7,14,16
3440,квартира,87.4,15 043 000,Новочеркасская,105.9,Красногвардейский район,34.94,3.0,2,15
3441,квартира,78.7,15 241 000,Новочеркасская,105.9,Красногвардейский район,32.43,3.0,10,15
3442,квартира,78.6,14 746 000,Новочеркасская,105.9,Красногвардейский район,32.43,3.0,5,15
3443,квартира,78.4,14 647 000,Новочеркасская,105.9,Красногвардейский район,32.43,3.0,4,15
3444,квартира,78.6,14 845 000,Новочеркасская,105.9,Красногвардейский район,32.43,3.0,6,15
3445,квартира,92.3,13 350 000,Новочеркасская,105.9,Красногвардейский район,45.8,3.0,1,15
3446,квартира,95.7,14 197 000,Новочеркасская,105.9,Красногвардейский район,48.92,3.0,1,15
3447,квартира,78.7,14 350 000,Новочеркасская,105.9,Красногвардейский район,32.43,3.0,3,15
3448,квартира,96.4,13 727 000,Новочеркасская,105.9,Красногвардейский район,44.62,3.0,1,15
3449,квартира,56.6,9 306 000,Новочеркасская,105.9,Красногвардейский район,15.95,3.0,1,15
3450,квартира,80.1,9 123 000,Ладожская,106.6,Красногвардейский район,47.06,2.56,2,16
3451,квартира,53.3,5 774 000,Площадь Ленина,108.2,Красногвардейский район,20.3,2.7,2,16
3452,квартира,53.3,5 637 000,Площадь Ленина,108.2,Красногвардейский район,19.0,2.7,4,16
3453,квартира,55.1,5 394 000,Площадь Ленина,108.2,Красногвардейский район,18.8,2.7,13,16
3454,квартира,53.6,5 414 000,Площадь Ленина,108.2,Красногвардейский район,19.2,2.7,5,16
3455,квартира,53.8,5 414 000,Площадь Ленина,108.2,Красногвардейский район,19.3,2.7,3,16
3456,квартира,53.7,5 414 000,Площадь Ленина,108.2,Красногвардейский район,19.3,2.7,5,16
3457,квартира,54.4,5 414 000,Площадь Ленина,108.2,Красногвардейский район,19.5,2.7,8,16
3458,квартира,55.3,5 415 000,Площадь Ленина,108.2,Красногвардейский район,18.7,2.7,9,16
3459,квартира,53.7,5 414 000,Площадь Ленина,108.2,Красногвардейский район,18.9,2.7,3,16
3460,квартира,54.8,5 394 000,Площадь Ленина,108.2,Красногвардейский район,18.8,2.7,14,16
3461,квартира,55.3,5 395 000,Площадь Ленина,108.2,Красногвардейский район,18.9,2.7,13,16
3462,квартира,53.9,5 414 000,Площадь Ленина,108.2,Красногвардейский район,19.3,2.7,8,16
3463,квартира,54.1,5 414 000,Площадь Ленина,108.2,Красногвардейский район,19.3,2.7,7,16
3464,квартира,54.2,5 414 000,Площадь Ленина,108.2,Красногвардейский район,19.3,2.7,6,16
3465,квартира,55.1,5 414 000,Площадь Ленина,108.2,Красногвардейский район,18.7,2.7,12,16
3466,квартира,84.1,8 700 000,Новочеркасская,0.2,Красногвардейский район,53.0,,4,5
3467,квартира,55.3,5 415 000,Площадь Ленина,108.2,Красногвардейский район,19.0,2.7,9,16
3468,квартира,53.5,5 414 000,Площадь Ленина,108.2,Красногвардейский район,19.2,2.7,3,16
3469,квартира,53.5,5 414 000,Площадь Ленина,108.2,Красногвардейский район,19.2,2.7,4,16
3470,квартира,54.3,5 414 000,Площадь Ленина,108.2,Красногвардейский район,19.6,2.7,3,16
3471,квартира,53.8,5 414 000,Площадь Ленина,108.2,Красногвардейский район,19.3,2.7,4,16
3472,квартира,54.4,5 414 000,Площадь Ленина,108.2,Красногвардейский район,19.4,2.7,8,16
3473,квартира,55.0,5 414 000,Площадь Ленина,108.2,Красногвардейский район,18.7,2.7,11,16
3474,квартира,52.0,5 283 000,Площадь Ленина,108.2,Красногвардейский район,19.3,2.7,2,16
3475,квартира,51.7,5 263 000,Площадь Ленина,108.2,Красногвардейский район,19.2,2.7,2,16
3476,квартира,51.7,5 283 000,Площадь Ленина,108.2,Красногвардейский район,19.2,2.7,2,16
3477,квартира,45.76,5 233 000,Площадь Ленина,108.2,Красногвардейский район,20.19,2.75,13,16
3478,квартира,51.7,5 283 000,Площадь Ленина,108.2,Красногвардейский район,19.3,2.7,2,16
3479,квартира,45.0,5 051 000,Площадь Ленина,108.2,Красногвардейский район,19.82,2.75,12,16
3480,квартира,68.8,8 500 000,Ладожская,2.8,Красногвардейский район,34.6,2.63,7,17
3481,квартира,64.0,8 300 000,Гражданский  проспект,1.8,Красногвардейский район,32.0,2.7,9,24
3482,квартира,86.5,7 450 000,Ладожская,4,Красногвардейский район,42.0,,3,16
3483,квартира,57.9,6 427 000,Гражданский  проспект,1.9,Красногвардейский район,32.9,2.64,8,24
3484,квартира,54.1,5 300 000,Ладожская,4,Красногвардейский район,33.0,,1,3
3485,квартира,67.0,9 900 000,Площадь Мужества,3.5,Красногвардейский район,30.7,2.75,7,13
3486,квартира,87.5,12 000 000,Ладожская,2.7,Красногвардейский район,50.5,2.67,7,17
3487,квартира,41.0,5 100 000,Ладожская,4.1,Красногвардейский район,16.1,,14,24
3488,квартира,58.0,5 800 000,Ладожская,,Красногвардейский район,38.0,2.75,1,9
3489,квартира,56.0,5 900 000,Ладожская,3.6,Красногвардейский район,32.5,,16,16
3490,квартира,43.8,4 600 000,Новочеркасская,,Красногвардейский район,19.9,2.5,11,16
3491,квартира,62.8,5 700 000,Гражданский  проспект,2,Красногвардейский район,35.9,2.6,4,18
3492,квартира,84.1,8 700 000,Новочеркасская,0.2,Красногвардейский район,53.0,,4,5
3493,квартира,54.8,6 590 000,Новочеркасская,,Красногвардейский район,34.4,3.0,1,5
3494,квартира,76.5,6 550 000,Девяткино,2.3,Красногвардейский район,42.6,2.7,12,20
3495,квартира,80.0,9 100 000,Ладожская,3.3,Красногвардейский район,52.1,,8,15
3496,квартира,55.0,5 334 000,Лесная,5,Красногвардейский район,18.7,2.7,11,16
3497,квартира,84.1,8 700 000,Новочеркасская,0.2,Красногвардейский район,53.0,,4,5
3498,квартира,58.3,10 499 000,Площадь Александра Невского,3,Красногвардейский район,13.7,2.76,14,21
3499,квартира,59.0,5 650 000,Ладожская,3.8,Красногвардейский район,37.2,2.55,2,9
3500,квартира,58.0,5 520 000,Ладожская,3.2,Красногвардейский район,39.5,2.6,3,9
3501,квартира,98.2,28 882 000,Площадь Ленина,2.8,Красногвардейский район,26.1,2.8,10,10
3502,квартира,51.1,5 500 000,Проспект Большевиков,2.2,Красногвардейский район,31.8,2.6,2,9
3503,квартира,49.0,4 950 000,Ладожская,2,Красногвардейский район,23.0,,5,16
3504,квартира,88.8,7 850 000,Новочеркасская,0.6,Красногвардейский район,50.8,,1,5
3505,квартира,92.7,11 900 000,Новочеркасская,2.2,Красногвардейский район,58.1,3.04,3,7
3506,квартира,60.0,5 500 000,Гражданский  проспект,1.9,Красногвардейский район,29.9,2.65,10,18
3507,квартира,80.0,6 400 000,Ладожская,3.5,Красногвардейский район,47.2,,1,16
3508,квартира,60.0,5 550 000,Гражданский  проспект,1.9,Красногвардейский район,29.8,,4,18
3509,квартира,43.0,4 050 000,Ладожская,2.5,Красногвардейский район,27.9,,3,5
3510,квартира,62.6,6 250 000,Ладожская,2.9,Красногвардейский район,40.6,2.6,7,12
3511,квартира,70.0,5 000 000,Ладожская,7.5,Красногвардейский район,40.5,,5,5
3512,квартира,68.0,6 700 000,Площадь Ленина,3.1,Красногвардейский район,47.0,,1,5
3513,квартира,62.1,5 800 000,Ладожская,4.6,Красногвардейский район,42.2,2.5,9,9
3514,квартира,49.0,5 320 000,Новочеркасская,,Красногвардейский район,29.4,2.55,3,7
3515,квартира,73.0,12 500 000,Новочеркасская,0.6,Красногвардейский район,40.7,2.7,11,13
3516,квартира,49.6,4 690 000,Ладожская,2.6,Красногвардейский район,30.1,,4,9
3517,квартира,68.0,6 499 000,Лесная,5.3,Красногвардейский район,48.3,2.5,1,9
3518,квартира,53.3,7 300 000,Новочеркасская,0.3,Красногвардейский район,33.3,,4,5
3519,квартира,45.3,5 800 000,Новочеркасская,2.6,Красногвардейский район,28.2,2.5,8,9
3520,квартира,81.1,9 200 000,Ладожская,2.5,Красногвардейский район,31.1,,6,16
3521,квартира,61.0,5 470 000,Ладожская,2.4,Красногвардейский район,42.3,,3,9
3522,квартира,59.3,7 500 000,Ладожская,,Красногвардейский район,34.6,2.75,7,13
3523,квартира,75.6,6 490 000,Ладожская,3.2,Красногвардейский район,57.7,2.65,2,9
3524,квартира,80.0,14 500 000,Новочеркасская,,Красногвардейский район,52.4,3.0,3,5
3525,квартира,55.0,5 445 000,Ладожская,,Красногвардейский район,19.0,,11,16
3526,квартира,86.6,6 450 000,Ладожская,7.3,Красногвардейский район,50.0,2.73,7,7
3527,квартира,50.4,6 690 000,Ладожская,3.4,Красногвардейский район,29.0,2.65,2,16
3528,квартира,84.1,8 700 000,Новочеркасская,0.2,Красногвардейский район,53.0,,4,5
3529,квартира,61.1,6 650 000,Ладожская,5.1,Красногвардейский район,38.7,,12,12
3530,квартира,45.5,7 600 000,Новочеркасская,0.6,Красногвардейский район,17.4,2.9,13,15
3531,квартира,63.0,8 700 000,Ладожская,,Красногвардейский район,35.3,,14,21
3532,квартира,78.6,6 700 000,Новочеркасская,3.3,Красногвардейский район,54.8,,2,5
3533,квартира,99.0,13 000 000,Площадь Восстания,3.5,Красногвардейский район,53.2,,7,10
3534,квартира,45.0,5 100 000,Ладожская,5.1,Красногвардейский район,30.0,,2,5
3535,квартира,55.3,5 449 000,Площадь Ленина,4.3,Красногвардейский район,18.8,2.7,16,16
3536,квартира,45.0,5 950 000,Новочеркасская,,Красногвардейский район,25.0,2.55,4,5
3537,квартира,80.3,19 000 000,Площадь Ленина,2.8,Красногвардейский район,46.2,,9,16
3538,квартира,53.3,7 200 000,Новочеркасская,,Красногвардейский район,33.0,3.0,2,5
3539,квартира,45.0,4 850 000,,,Красногвардейский район,28.0,,8,9
3540,квартира,46.0,4 595 000,Площадь Мужества,,Красногвардейский район,29.0,,9,9
3541,квартира,41.6,3 350 000,Ладожская,2.9,Красногвардейский район,19.1,,11,12
3542,квартира,51.5,6 990 000,Ладожская,,Красногвардейский район,27.2,2.5,7,16
3543,квартира,65.5,8 500 000,Площадь Александра Невского,1.8,Красногвардейский район,43.0,3.1,2,4
3544,квартира,46.0,4 797 000,Новочеркасская,,Красногвардейский район,30.0,,3,5
3545,квартира,78.5,6 990 000,Девяткино,1.7,Красногвардейский район,48.0,,18,18
3546,квартира,52.4,6 950 000,Ладожская,,Красногвардейский район,28.0,,6,24
3547,квартира,53.4,6 500 000,Проспект Большевиков,2.5,Красногвардейский район,28.4,,9,16
3548,квартира,53.9,6 000 000,Ладожская,4,Красногвардейский район,26.7,,5,16
3549,квартира,62.7,5 700 000,Гражданский  проспект,1.8,Красногвардейский район,35.9,2.6,13,18
3550,квартира,60.7,5 250 000,Академическая,4,Красногвардейский район,33.1,2.65,17,18
3551,квартира,56.0,9 000 000,Площадь Ленина,4.4,Красногвардейский район,31.0,2.75,15,16
3552,квартира,51.0,4 850 000,Ладожская,3.4,Красногвардейский район,29.0,,16,16
3553,квартира,44.0,4 350 000,Ладожская,2.5,Красногвардейский район,32.0,,1,5
3554,квартира,45.6,4 230 000,Новочеркасская,3.4,Красногвардейский район,30.0,,4,5
3555,квартира,95.0,12 900 000,Новочеркасская,,Красногвардейский район,66.1,3.15,1,5
3556,квартира,45.0,4 995 000,Проспект Большевиков,2.8,Красногвардейский район,24.6,,12,14
3557,квартира,71.3,6 500 000,Ладожская,3.9,Красногвардейский район,37.0,2.7,6,12
3558,квартира,74.6,7 740 000,Площадь Ленина,,Красногвардейский район,46.8,3.03,2,5
3559,квартира,84.1,8 700 000,Новочеркасская,0.2,Красногвардейский район,53.0,,4,5
3560,квартира,54.8,5 449 000,Площадь Ленина,4.3,Красногвардейский район,18.8,,54,16
3561,квартира,57.0,5 600 000,Ладожская,3.6,Красногвардейский район,31.1,,16,16
3562,квартира,41.0,4 450 000,Ладожская,,Красногвардейский район,26.0,2.5,4,5
3563,квартира,57.1,5 450 000,Ладожская,,Красногвардейский район,31.7,2.6,9,16
3564,квартира,62.4,6 240 000,Гражданский  проспект,1.9,Красногвардейский район,32.2,2.64,13,24
3565,квартира,56.3,5 150 000,Новокрестовская,,Красногвардейский район,39.7,,3,5
3566,квартира,51.3,5 320 000,Площадь Ленина,4.3,Красногвардейский район,19.0,,2,16
3567,квартира,55.1,5 450 000,Площадь Ленина,4.3,Красногвардейский район,18.8,2.7,13,16
3568,квартира,64.8,8 720 000,Новочеркасская,,Красногвардейский район,40.5,3.04,5,5
3569,квартира,73.0,7 990 000,Ладожская,,Красногвардейский район,45.8,,4,7
3570,квартира,62.0,5 400 000,Девяткино,,Красногвардейский район,27.0,2.8,7,18
3571,квартира,58.0,5 000 000,Гражданский  проспект,4.3,Красногвардейский район,30.0,,23,25
3572,квартира,48.7,4 800 000,Ладожская,2.7,Красногвардейский район,30.1,,9,9
3573,квартира,50.4,4 950 000,Ладожская,3.1,Красногвардейский район,31.2,,3,9
3574,квартира,46.0,4 150 000,Ладожская,3.5,Красногвардейский район,29.0,3.0,1,9
3575,квартира,70.0,8 450 000,Ладожская,,Красногвардейский район,31.0,,6,16
3576,квартира,78.4,14 095 000,Новочеркасская,0.9,Красногвардейский район,26.21,3.0,4,12
3577,квартира,87.6,14 795 000,Новочеркасская,0.9,Красногвардейский район,25.33,3.0,3,14
3578,квартира,87.5,14 695 000,Ладожская,1.3,Красногвардейский район,25.33,3.0,2,14
3579,квартира,51.4,4 980 000,Ладожская,3.1,Красногвардейский район,28.0,,8,16
3580,квартира,62.0,6 250 000,Гражданский  проспект,,Красногвардейский район,37.0,2.65,8,18
3581,квартира,80.2,8 000 000,Новокрестовская,11.6,Красногвардейский район,55.3,,1,5
3582,квартира,52.0,5 336 000,Площадь Ленина,4.3,Красногвардейский район,19.3,,2,16
3583,квартира,53.3,5 693 000,Площадь Ленина,4.3,Красногвардейский район,19.0,,4,16
3584,квартира,53.0,5 300 000,Проспект Большевиков,2,Красногвардейский район,32.5,2.6,6,16
3585,квартира,55.4,5 440 000,Площадь Ленина,4.3,Красногвардейский район,18.7,2.7,14,16
3586,квартира,43.8,4 150 000,Академическая,,Красногвардейский район,28.8,,3,5
3587,квартира,65.3,9 990 000,Новочеркасская,0.3,Красногвардейский район,26.0,,1,6
3588,квартира,72.4,6 980 000,Ладожская,2.5,Красногвардейский район,43.4,,7,9
3589,квартира,56.7,5 500 000,Ладожская,5.5,Красногвардейский район,33.2,3.08,4,4
3590,квартира,84.1,8 700 000,Новочеркасская,0.2,Красногвардейский район,53.0,,4,5
3591,квартира,92.0,13 485 000,Ладожская,1.3,Красногвардейский район,35.77,3.0,1,15
3592,квартира,56.6,9 400 000,Ладожская,1.3,Красногвардейский район,15.95,,1,10
3593,квартира,96.06,13 580 000,Ладожская,1.3,Красногвардейский район,40.07,3.0,1,10
3594,квартира,78.7,15 395 000,Ладожская,1.3,Красногвардейский район,26.21,3.0,10,12
3595,квартира,78.7,14 495 000,Ладожская,1.3,Красногвардейский район,26.21,,3,12
3596,квартира,78.6,14 895 000,Ладожская,1.3,Красногвардейский район,26.21,3.0,5,12
3597,квартира,78.6,14 995 000,Ладожская,1.3,Красногвардейский район,26.21,3.0,6,12
3598,квартира,96.0,15 095 000,Ладожская,1.3,Красногвардейский район,32.77,3.0,1,12
3599,квартира,66.4,8 340 000,Ладожская,4.7,Красногвардейский район,33.2,,4,8
3600,квартира,85.0,8 990 000,Ладожская,2.8,Красногвардейский район,53.5,,14,17
3601,квартира,67.11,5 500 000,Ладожская,4.9,Красногвардейский район,49.38,,1,9
3602,квартира,54.1,5 468 000,Площадь Ленина,4.3,Красногвардейский район,19.3,,7,16
3603,квартира,83.0,8 700 000,Новочеркасская,0.9,Красногвардейский район,56.4,,2,5
3604,квартира,41.1,6 900 000,Новочеркасская,0.8,Красногвардейский район,16.8,,10,17
3605,квартира,55.0,2 450 000,Ладожская,,Красногвардейский район,32.0,2.6,10,12
3606,квартира,46.0,4 500 000,Ладожская,1.2,Красногвардейский район,28.6,2.5,1,5
3607,квартира,70.2,5 950 000,Ладожская,3.6,Красногвардейский район,44.0,,3,3
3608,квартира,57.5,5 150 000,Новочеркасская,,Красногвардейский район,42.9,2.5,1,7
3609,квартира,55.8,5 200 000,Ладожская,3,Красногвардейский район,38.6,2.54,9,9
3610,квартира,99.9,7 490 000,Академическая,,Красногвардейский район,56.3,2.6,1,18
3611,квартира,100.0,7 505 000,Гражданский  проспект,,Красногвардейский район,57.0,2.6,1,18
3612,квартира,48.5,5 200 000,Ладожская,3.5,Красногвардейский район,27.2,,12,16
3613,квартира,78.2,18 200 000,Новочеркасская,0.5,Красногвардейский район,33.6,,7,14
3614,квартира,55.4,5 470 000,Площадь Ленина,4.3,Красногвардейский район,18.8,,9,16
3615,квартира,59.0,8 490 000,Новочеркасская,,Красногвардейский район,34.1,2.8,3,10
3616,квартира,44.0,4 180 000,Площадь Ленина,,Красногвардейский район,29.0,2.5,4,5
3617,квартира,53.9,5 468 000,Площадь Ленина,4.3,Красногвардейский район,19.3,,8,16
3618,квартира,51.1,4 750 000,Ладожская,,Красногвардейский район,30.8,2.56,6,16
3619,квартира,59.0,8 500 000,Новочеркасская,2.4,Красногвардейский район,34.0,,3,10
3620,квартира,100.0,13 200 000,Новочеркасская,0.1,Красногвардейский район,52.2,,4,7
3621,квартира,53.65,5 204 000,Проспект Ветеранов,5.2,Красносельский район,30.69,2.75,6,20
3622,Студия,29.0,3 990 000,Ленинский  проспект,2.7,Красносельский район,18.0,,22,25
3623,Студия,28.32,3 050 000,Проспект Ветеранов,7.8,Красносельский район,21.94,,11,12
3624,квартира,43.4,3 900 000,Проспект Ветеранов,5.6,Красносельский район,16.0,,1,17
3625,Студия,24.72,2 850 000,Проспект Ветеранов,5.4,Красносельский район,13.09,,17,20
3626,квартира,36.7,4 350 000,Ленинский  проспект,2.8,Красносельский район,18.1,2.5,6,9
3627,квартира,48.9,5 749 000,Проспект Ветеранов,6,Красносельский район,22.5,2.85,4,4
3628,квартира,49.2,4 600 000,Проспект Ветеранов,7.3,Красносельский район,18.1,2.5,16,16
3629,квартира,48.31,5 289 000,Ленинский  проспект,5.4,Красносельский район,16.06,2.8,20,20
3630,квартира,34.66,3 857 000,Ленинский  проспект,5.4,Красносельский район,14.34,2.8,20,20
3631,квартира,48.31,5 289 000,Ленинский  проспект,5.4,Красносельский район,16.06,2.8,11,20
3632,квартира,48.31,4 514 000,Ленинский  проспект,5.4,Красносельский район,16.06,2.8,2,20
3633,квартира,48.31,5 289 000,Ленинский  проспект,5.4,Красносельский район,16.05,2.8,14,20
3634,Студия,28.01,3 012 000,Ленинский  проспект,5.4,Красносельский район,21.52,,20,20
3635,Студия,28.01,2 992 000,Ленинский  проспект,5.4,Красносельский район,21.52,,19,20
3636,Студия,28.17,3 048 000,Ленинский  проспект,5.4,Красносельский район,21.39,,12,20
3637,Студия,28.17,3 048 000,Ленинский  проспект,5.4,Красносельский район,21.39,,14,20
3638,Студия,28.17,3 017 000,Ленинский  проспект,5.4,Красносельский район,21.39,,13,20
3639,Студия,34.49,3 715 000,Ленинский  проспект,4.5,Красносельский район,25.83,,5,25
3640,квартира,46.23,4 951 000,Ленинский  проспект,4.4,Красносельский район,19.66,2.7,17,20
3641,квартира,35.4,4 500 000,Ленинский  проспект,4.5,Красносельский район,18.5,,15,20
3642,Студия,25.0,3 100 000,Проспект Ветеранов,7.9,Красносельский район,16.0,,12,12
3643,квартира,54.0,4 520 000,Проспект Ветеранов,6.3,Красносельский район,40.0,2.7,1,3
3644,квартира,25.0,3 350 000,Проспект Ветеранов,6.4,Красносельский район,16.0,2.7,15,17
3645,квартира,35.6,4 500 000,Проспект Ветеранов,6.4,Красносельский район,16.0,2.75,3,17
3646,квартира,50.5,5 750 000,Проспект Ветеранов,8,Красносельский район,26.06,,3,12
3647,квартира,36.6,3 800 000,Ленинский  проспект,5.5,Красносельский район,14.0,2.7,12,22
3648,квартира,38.0,4 150 000,Проспект Ветеранов,7.9,Красносельский район,17.0,2.7,8,12
3649,квартира,54.28,5 400 000,Проспект Ветеранов,5.2,Красносельский район,28.36,,10,20
3650,Студия,26.0,4 550 000,Проспект Ветеранов,5.7,Красносельский район,20.0,,14,20
3651,Студия,23.85,2 820 000,Проспект Ветеранов,5.4,Красносельский район,12.4,,19,20
3652,квартира,34.7,4 100 000,Ленинский  проспект,5.4,Красносельский район,14.3,2.75,14,20
3653,квартира,54.42,7 726 000,Проспект Ветеранов,94.7,Красносельский район,25.08,2.78,2,5
3654,квартира,54.65,7 753 000,Проспект Ветеранов,94.7,Красносельский район,26.43,2.78,4,5
3655,квартира,48.79,8 434 000,Проспект Ветеранов,94.7,Красносельский район,23.61,2.78,3,5
3656,квартира,48.79,8 434 000,Проспект Ветеранов,94.7,Красносельский район,23.61,2.78,4,5
3657,квартира,50.06,7 265 000,Проспект Ветеранов,94.7,Красносельский район,26.91,2.78,2,5
3658,квартира,52.05,7 503 000,Проспект Ветеранов,94.7,Красносельский район,23.91,2.78,4,5
3659,квартира,52.05,7 503 000,Проспект Ветеранов,94.7,Красносельский район,23.91,2.78,3,5
3660,квартира,32.97,4 929 000,Проспект Ветеранов,94.7,Красносельский район,12.18,2.78,2,5
3661,квартира,32.65,4 881 000,Проспект Ветеранов,94.7,Красносельский район,12.18,2.78,3,5
3662,квартира,42.3,4 599 000,Проспект Ветеранов,94.7,Красносельский район,14.1,2.75,7,22
3663,квартира,41.4,4 554 000,Проспект Ветеранов,94.7,Красносельский район,15.9,2.75,4,22
3664,квартира,48.6,7 159 000,Автово,97.6,Красносельский район,18.7,3.05,4,5
3665,квартира,48.2,7 322 000,Автово,97.6,Красносельский район,18.7,3.05,5,5
3666,квартира,49.4,7 505 000,Автово,97.6,Красносельский район,18.7,3.05,5,5
3667,квартира,48.9,7 429 000,Автово,97.6,Красносельский район,18.7,3.05,5,5
3668,квартира,49.5,7 292 000,Автово,97.6,Красносельский район,18.7,3.05,4,5
3669,квартира,48.7,7 398 000,Автово,97.6,Красносельский район,19.0,3.05,5,5
3670,квартира,48.7,7 174 000,Автово,97.6,Красносельский район,18.7,3.05,4,5
3671,квартира,49.8,7 565 000,Автово,97.6,Красносельский район,18.7,3.05,5,5
3672,квартира,49.1,7 007 000,Автово,97.6,Красносельский район,18.7,3.05,3,5
3673,квартира,52.9,6 673 000,Автово,97.6,Красносельский район,15.9,3.05,1,5
3674,квартира,49.1,6 781 000,Автово,97.6,Красносельский район,18.7,3.05,2,5
3675,квартира,53.5,6 748 000,Автово,97.6,Красносельский район,15.9,3.05,1,5
3676,квартира,48.9,6 168 000,Автово,97.6,Красносельский район,18.7,3.05,1,5
3677,квартира,46.4,5 921 000,Ленинский  проспект,95.9,Красносельский район,18.45,2.64,1,25
3678,квартира,54.5,6 016 000,Проспект Ветеранов,94.7,Красносельский район,32.22,2.76,5,8
3679,квартира,44.2,5 945 000,Автово,97.6,Красносельский район,16.4,2.8,8,12
3680,квартира,45.9,5 809 000,Автово,97.6,Красносельский район,16.5,2.8,11,12
3681,квартира,45.9,5 809 000,Автово,97.6,Красносельский район,16.5,2.8,11,12
3682,квартира,46.3,5 774 000,Автово,97.6,Красносельский район,16.5,2.8,9,12
3683,квартира,45.8,5 711 000,Автово,97.6,Красносельский район,17.2,2.8,9,12
3684,квартира,45.2,5 721 000,Автово,97.6,Красносельский район,17.0,2.8,11,12
3685,квартира,44.1,5 746 000,Автово,97.6,Красносельский район,16.4,2.8,5,12
3686,квартира,45.2,5 763 000,Автово,97.6,Красносельский район,17.0,2.8,12,12
3687,квартира,53.4,5 710 000,Проспект Ветеранов,94.7,Красносельский район,30.42,2.76,8,8
3688,квартира,45.6,5 729 000,Автово,97.6,Красносельский район,17.2,2.8,10,12
3689,квартира,45.4,5 746 000,Автово,97.6,Красносельский район,17.0,2.8,11,12
3690,квартира,45.6,5 771 000,Автово,97.6,Красносельский район,17.2,2.8,11,12
3691,квартира,53.9,5 763 000,Проспект Ветеранов,94.7,Красносельский район,30.42,2.76,7,8
3692,квартира,53.7,5 742 000,Проспект Ветеранов,94.7,Красносельский район,30.42,2.76,6,8
3693,квартира,45.7,5 741 000,Автово,97.6,Красносельский район,17.2,2.8,10,12
3694,квартира,46.0,5 779 000,Автово,97.6,Красносельский район,16.5,2.8,10,12
3695,квартира,45.6,5 814 000,Автово,97.6,Красносельский район,16.5,2.8,12,12
3696,квартира,44.3,5 854 000,Автово,97.6,Красносельский район,16.4,2.8,7,12
3697,квартира,45.3,5 860 000,Автово,97.6,Красносельский район,17.2,2.8,5,12
3698,квартира,45.6,5 729 000,Автово,97.6,Красносельский район,17.2,2.8,10,12
3699,квартира,45.8,5 797 000,Автово,97.6,Красносельский район,17.2,2.8,11,12
3700,квартира,54.5,5 611 000,Проспект Ветеранов,94.7,Красносельский район,28.92,2.76,6,8
3701,квартира,54.7,5 632 000,Проспект Ветеранов,94.7,Красносельский район,28.92,2.76,2,8
3702,квартира,45.1,5 624 000,Автово,97.6,Красносельский район,17.0,2.8,9,12
3703,квартира,44.2,5 635 000,Автово,97.6,Красносельский район,16.4,2.8,4,12
3704,квартира,44.3,5 648 000,Автово,97.6,Красносельский район,16.4,2.8,9,12
3705,квартира,44.5,5 591 000,Автово,97.6,Красносельский район,16.4,2.8,2,12
3706,квартира,54.8,5 642 000,Проспект Ветеранов,94.7,Красносельский район,32.22,2.76,1,8
3707,квартира,54.3,5 591 000,Проспект Ветеранов,94.7,Красносельский район,29.49,2.76,6,8
3708,квартира,53.9,5 550 000,Проспект Ветеранов,94.7,Красносельский район,29.69,2.76,6,8
3709,квартира,45.4,5 535 000,Автово,97.6,Красносельский район,17.2,2.8,8,12
3710,квартира,46.0,5 565 000,Автово,97.6,Красносельский район,16.5,2.8,10,12
3711,квартира,46.1,5 577 000,Автово,97.6,Красносельский район,16.5,2.8,7,12
3712,квартира,54.8,5 642 000,Проспект Ветеранов,94.7,Красносельский район,28.92,2.76,7,8
3713,квартира,46.2,5 632 000,Автово,97.6,Красносельский район,16.5,2.8,8,12
3714,квартира,44.6,5 645 000,Автово,97.6,Красносельский район,16.4,2.8,3,12
3715,квартира,45.4,5 661 000,Автово,97.6,Красносельский район,17.2,2.8,9,12
3716,квартира,54.0,5 560 000,Проспект Ветеранов,94.7,Красносельский район,29.69,2.76,2,8
3717,квартира,54.4,5 601 000,Проспект Ветеранов,94.7,Красносельский район,28.92,2.76,5,8
3718,квартира,54.7,5 632 000,Проспект Ветеранов,94.7,Красносельский район,28.92,2.76,8,8
3719,квартира,45.2,5 679 000,Автово,97.6,Красносельский район,17.0,2.8,10,12
3720,квартира,45.4,5 535 000,Автово,97.6,Красносельский район,17.2,2.8,8,12
3721,квартира,45.0,5 612 000,Автово,97.6,Красносельский район,17.2,2.8,9,12
3722,квартира,45.2,5 636 000,Автово,97.6,Красносельский район,17.2,2.8,4,12
3723,квартира,45.6,5 686 000,Автово,97.6,Красносельский район,17.2,2.8,9,12
3724,квартира,45.3,5 539 000,Автово,97.6,Красносельский район,17.0,2.8,10,12
3725,квартира,45.7,5 502 000,Автово,97.6,Красносельский район,17.2,2.8,10,12
